bulletin,description,act_type_n1,grupo_muestreo
docm,"Corrección de errores de la Ley 6/2024, de 20 de diciembre, de Presupuestos Generales de la Junta de Comunidades de Castilla-La Mancha para 2025.",corrección_errores,NEGATIVO
boib,"Aprobación definitiva de la modificación de la ordenanza fiscal reguladora del Impuesto de Instalaciones, Construcciones y Obras del Ayuntamiento de sa Pobla",aprobación,NEGATIVO
bon,"CONVOCATORIA para la provisión, mediante concurso-oposición, de trece plazas del puesto de trabajo de suboficial de bomberos, al servicio de la Administración de la Comunidad Foral de Navarra y sus organismos autónomos. Propuesta de nombramiento.",convocatoria,NEGATIVO
bopv,"RESOLUCIÓN de 21 enero de 2025, del Director de Política e Industria Alimentaria, por la que se procede al nombramiento de las personas que constituirán la Comisión de Valoración de las ayudas para grandes inversiones relacionadas con la innovación tecnológica en la producción agrícola primaria (Programa Handitu Innova 2024).
				
2025/00567",resolución,NEGATIVO
boe,MALAGA,otros,NEGATIVO
bocyl,"RESOLUCIÓN de 3 de marzo de 2025, del Rectorado de la Universidad de Salamanca, por la que se ordena la publicación de la modificación del Reglamento por el que se regula la carrera profesional horizontal del personal técnico, de gestión y de administración y servicios funcionario de la Universidad de Salamanca.",resolución,NEGATIVO
dogc,"Anuncio relativo al Acuerdo núm. 16/2025, de 4.3.2025, del Pleno del Ayuntamiento de Canyelles, por el que se aprueba inicialmente el establecimiento del Servicio de Atención Integral en el Ámbito Rural (SAIAR) en L'Espai Romanguer de Canyelles",anuncio,NEGATIVO
bopv,"ANUNCIO de 10 de enero de 2025, de la Delegada Territorial de Vivienda de Bizkaia, relativo a notificaciones de expedientes del Registro de Solicitantes de Vivienda Protegida y Alojamientos Dotacionales y del derecho subjetivo de acceso a una vivienda.

				
2025/00357",anuncio,NEGATIVO
bor,"Resolución 2912/2024, de 30 de diciembre, de la Consejería de Hacienda, Gobernanza Pública, Sociedad Digital y Portavocía del Gobierno, por la que se autoriza la contratación de las personas que han superado las pruebas selectivas para la provisión de cinco plazas laborales de la Administración General de la Comunidad Autónoma de La Rioja, correspondientes a la categoría profesional de Analista (a extinguir por funcionarización) (E063C/22)",resolución,NEGATIVO
docm,"Notificación de 09/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por la que se notifica la hoja de aprecio de la beneficiaria en relación con procedimiento de expropiación forzosa (expediente 13211104834).",notificación,NEGATIVO
boe,Anuncio de la Comunidad de Regantes Los Tejares sobre convocatoria de Junta.,anuncio,NEGATIVO
boe,Anuncio de formalización de contratos de: Junta de Contratación del Ministerio de Defensa. Objeto: Acuerdo marco de servicios de seguridad privada para el Ministerio de Defensa y sus Organismos Autónomos. Expediente: 2024/JCMDEF/00000024E.,anuncio,NEGATIVO
dogc,Edicto sobre aprobación de un proyecto de obras,edicto,NEGATIVO
boe,"Anuncio de licitación de: Dirección General de Carreteras. Objeto: 30.1234/24; SI-008/24; Desarrollo de una plataforma de gestión integrada abierta para la monitorización centralizada del equipamiento existente en los túneles de la Demarcación de Carreteras del Estado en Cantabria a través de los correspondientes SCADAS, dentro del programa de compra pública de innovación, en la modalidad de compra pública de tecnología innovadora. Expediente: D30243930610.",anuncio,NEGATIVO
boe,VALENCIA,otros,NEGATIVO
borm,"Anuncio de la Resolución del Rector de la Universidad de Murcia R-1634/2024 de 17 de diciembre, referente a la convocatoria para proveer tres plazas de Investigador/a Doctor/a de la misma.",anuncio,NEGATIVO
dogc,Anuncio sobre el Acuerdo de transformación de asociación en fundación,anuncio,NEGATIVO
boe,"Resolución de 27 de diciembre de 2024, del Ayuntamiento de Begur (Girona), referente a la convocatoria para proveer una plaza.",resolución,NEGATIVO
boc,"Aprobación, exposición pública del padrón fiscal del Impuesto sobre Vehículos de Tracción Mecánica para 2025, y apertura del periodo voluntario de cobro.",aprobación,NEGATIVO
bocm,"Convocatoria contrato
– Anuncio de 18 de marzo de 2025, por el que se convoca la licitación para la contratación de un suministro y mantenimiento de licencias de Microsoft para Metro de Madrid (Expediente 601250086)",anuncio,NEGATIVO
dog,"EDICTO de 22 de enero de 2025, del Jurado Provincial de Clasificación de Montes Vecinales en Mano Común de Ourense, por el que se publica la resolución del expediente de clasificación como vecinal en mano común del monte denominado Ampliación de Fragoso, a favor de la comunidad de montes vecinales en mano común de Fragoso, en el ayuntamiento de Castrelo de Miño.",edicto,NEGATIVO
boja,"Resolución de 27 de diciembre de 2024, de la Dirección General de Personal del Servicio Andaluz de Salud, por la que se nombra personal estatutario fijo en la categoría de Enfermero/a, por el sistema de acceso libre, a las personas aspirantes que han superado el proceso selectivo de concurso, convocado mediante Resolución de 22 de diciembre de 2022, se declaran decaídas a las personas que se citan y se acude a la relación complementaria de personas aspirantes a las que, siguiendo a las que superan el concurso, se les requiere presentación de solicitudes de petición de centro de destino y se inicia el plazo para solicitar destino.",resolución,NEGATIVO
doe,"Resolución de 18 de febrero de 2025, de la Dirección General de Personal Docente, por la que se dispone la ejecución del auto 470/2024, de 27/11/2024, dictado por el Juzgado de lo Contencioso-administrativo n.º 1 de Mérida en el procedimiento de extensión de efectos de sentencia tributaria y de personal 1130 /2021 PA 107/2019.",resolución,NEGATIVO
dogc,"Decreto ley 1/2025, de 28 de enero, de medidas urgentes en materia de contención de rentas",decreto,NEGATIVO
dogv,"ANUNCIO sobre la contratación de personal laboral fijo para el puesto de trabajo 043.SERVSOC de la plantilla, por estabilización.",anuncio,NEGATIVO
boib,Resolución del presidente del Instituto de Estudios Baleáricos por la cual se aprueba la convocatoria de subvenciones para apoyar proyectos de investigación de humanidades y de la cultura vinculados con las Illes Balears para el año 2025,resolución,NEGATIVO
boib,"Acuerdo de fecha 20 de marzo de 2025 del Pleno de la Mancomunidad de Tramuntana, por el que se aprueba inicialmente el expediente para la modificación de sus estatutos y se somete a información pública",acuerdo,NEGATIVO
boe,"Resolución de 5 de marzo de 2025, de la Universidad Rey Juan Carlos, por la que se nombran Profesoras y Profesores Titulares de Universidad.",resolución,NEGATIVO
bon,Baja de oficio en el padrón municipal de habitantes,otros,NEGATIVO
bopa,"Resolución de 28 de enero de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se convoca para su provisión por el sistema de libre designación un puesto de trabajo de Secretario/a de Despacho de la Dirección General de Reto Demográfico. [Cód. 2025-00755]",resolución,NEGATIVO
dogv,Anuncio sobre aprobación del informe ambiental y territorial estratégico favorable en el procedimiento simplificado de evaluación ambiental y territorial estratégica del PRI-I1 la Garrofera del Plan General de Guadassuar,anuncio,NEGATIVO
bocm,"Formalización contrato
– Resolución de 24 de enero de 2025, del Órgano de Contratación del Hospital Universitario Fundación Alcorcón, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet la formalización del contrato titulado “Suministro de Radiofármacos con destino al Hospital Universitario Fundación Alcorcón”. Expediente SARA-SUM 073/24",resolución,NEGATIVO
bon,"RESOLUCIÓN 55/2025, de 8 de enero, del director general de Función Pública, por la que se aprueba la lista provisional de personas aspirantes admitidas y excluidas en la convocatoria para la provisión, mediante oposición, de cinco plazas del puesto de trabajo de vigilante de carreteras, al servicio de la Administración de la Comunidad Foral de Navarra y sus organismos autónomos.",resolución,NEGATIVO
boja,"Anuncio de 10 de enero de 2025, del Ayuntamiento de Mairena del Alcor, relativo a las bases y convocatoria para cubrir en propiedad tres plazas de auxiliar administrativo, funcionarios de carrera vacantes correspondiente a la oferta de empleo público del año 2021 y 2023. (PP. 97/2025).",anuncio,NEGATIVO
boe,Anuncio de formalización de contratos de: Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla. Objeto: Proyecto 03/22 para el amojonamiento del ramal de Santa Pola (AC/VARIOS) C.P.03. P.I.P. Expediente: O-03/22-05.,anuncio,NEGATIVO
boe,"Anuncio de formalización de contratos de: Consejo de Administración del Patrimonio Nacional. Objeto: Desinfección, desinsectación y desratización (DDD), control de legionella y de la calidad del agua de consumo humano en inmuebles del Patrimonio Nacional . Expediente: 202420PA0375.",anuncio,NEGATIVO
bopa,"Anuncio. Convocatoria y bases específicas por la que se regirá el proceso de selección de personal para la cobertura de una plaza de funcionario, Encargado de Obras del Ayuntamiento de Gozón, por promoción interna, mediante concurso-oposición. Expte. PER/2022/49. [Cód. 2025-00850]",anuncio,NEGATIVO
boe,"Anuncio de la Entidad Pública Empresarial Administrador de Infraestructuras Ferroviarias (ADIF), por el que se comunica el desistimiento de la adjudicación del procedimiento de contratación ""Redacción de proyecto constructivo y ejecución de las obras de instalaciones de seguridad para la adaptación al tercer carril y ampliación a 750 metros. Tramo: La Encina-Alicante"". (Expediente: 3.23/27507.0371).",anuncio,NEGATIVO
boja,"Anuncio de 10 de diciembre de 2024, del Ayuntamiento de El Puerto de Santa María, (Cádiz), relativo a la información pública de la modificación puntual del PGOU para la incorporación al planeamiento urbanístico general de la agrupación de edificaciones irregulares existentes en suelo no urbanizable denominada «Montes de Oca», acordada por el Pleno en sesión celebrada el día 29 de noviembre de 2024. (PP. 10231/2024).",anuncio,NEGATIVO
boe,"Anuncio de licitación de: Instituto de Vivienda, Infraestructura y Equipamiento de la Defensa (INVIED). Objeto: Redacción de proyectos básicos y de ejecución, dirección de obra, dirección de ejecución y coordinación de seguridad y salud en fase de ejecución de las obras promovidas por el INVIED O.A. en península (excepto Madrid) y Baleares. Expediente: 202400000262.",anuncio,NEGATIVO
